geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
IQCK	Q8N0W5	9.48593	8.87835	9.96955	9.41504	10.59846	9.0473	9.0328	10.35104	8.82256	9.61199	8.85918	9.15721	9.60646	8.13309	9.53196	9.45671	9.16767	9.38966	9.0654	9.35124	7.94346	9.55822
PRRT1	Q99946	5.91838	5.94637	6.17006	6.15059	6.11522	5.83985	6.28579	6.35208	6.19281	6.25042	6.29165	6.07738	6.1489	5.82176	6.10513	6.1489	6.09052	6.26915	5.93787	6.3131	5.95563	6.40859
IQCH	Q86VS3	5.21722	5.06412	5.14771	5.0062	5.02393	5.00931	6.51944	6.12674	5.45737	5.19859	5.27024	5.15163	5.01125	5.34833	5.30094	5.55578	5.54526	5.61277	4.92769	5.52678	5.03039	5.57649
IQCN	Q9H0B3	6.31757	6.10782	6.52462	6.72148	6.48627	6.11451	6.88573	6.21598	6.37538	6.58065	6.33864	6.17118	6.44376	6.2685	6.57451	6.47899	7.07474	6.50636	6.35222	6.79935	6.23447	6.48465
CCDC90B	Q9GZT6	8.24249	8.43872	8.17139	7.57157	8.06117	8.04256	8.16082	7.90311	8.12059	8.10623	7.37981	8.00837	8.09902	7.83528	8.19484	8.19919	8.02079	8.06329	7.85306	7.68374	7.47828	8.10602
WDTC1	Q8N5D0	8.076905	8.11486	8.045335	8.140995	7.7489799999999995	7.77544	8.007805000000001	8.334225	8.47135	8.243780000000001	8.28894	7.974559999999999	8.343415	7.5596499999999995	8.55708	8.363904999999999	8.512985	8.439515	8.2369	8.288275	7.787274999999999	8.318935
MBTD1	Q05BQ5	7.81675	8.47468	8.64918	8.0732	9.10784	9.09112	8.61472	8.32706	8.56855	7.91446	8.37537	8.39773	8.0804	8.8886	8.56664	8.12443	8.0095	7.92836	8.19627	8.54403	8.38532	8.0131
ANGPTL7	O43827	5.19953	5.22524	5.52577	5.62647	5.50115	5.07474	5.352	5.41689	5.29482	5.50053	5.45035	5.48885	5.34433	4.97411	5.29186	5.45988	5.80698	5.47044	5.48056	5.56153	5.45197	5.70791
ANGPTL6	Q8NI99	6.76159	6.6221	6.29218	6.76672	6.69675	6.43106	7.04897	6.70889	6.81034	6.8081	6.44112	6.60669	7.76894	6.43499	6.75494	6.80898	7.26078	6.27908	6.821	6.81671	6.88073	6.85043
ANGPTL5	Q86XS5	2.64272	2.99476	2.88388	3.04221	2.89028	2.77928	2.95851	2.7172	3.0306	2.95843	2.99628	2.71656	2.76222	2.92992	2.91179	2.87943	3.06912	2.81993	2.70933	2.87943	2.82501	2.70399
ANGPTL4	Q9BY76	6.86231	7.81192	6.39727	7.33734	7.32799	6.49774	7.80959	6.97553	6.82865	7.00944	6.83277	7.10191	7.13075	6.49998	7.08684	6.94579	6.80022	6.80708	6.70986	7.77235	7.03442	7.74845
ANGPTL3	Q9Y5C1	2.5917	2.83253	2.85266	2.83785	2.5716	2.62256	3.13999	2.72916	2.99232	2.80148	2.71241	2.82655	2.87849	2.7929	2.78915	2.61399	2.78232	2.93291	2.86834	2.9293	2.78904	2.82606
ANGPTL2	Q9UKU9	5.09808	5.32307	5.61217	5.29591	4.94129	4.97571	5.05435	5.23268	5.24962	5.00142	5.19358	5.14996	5.16291	5.2264	5.17779	5.15491	5.33245	5.28849	5.21102	5.30582	5.36885	5.40328
ANGPTL1	O95841	3.54398	3.44116	3.68056	3.53676	3.49191	3.68343	3.36822	3.23344	3.5167	3.7429	3.75642	3.55768	3.61047	3.5291	3.13174	3.61624	3.79564	3.45012	3.61678	3.57434	3.72216	3.69942
IL11	P20809	6.4769	6.69766	6.52361	6.53728	6.84243	6.4852	6.29426	6.70031	6.5661	6.96135	6.79053	6.70423	6.77608	6.63344	6.76669	6.79605	6.62564	6.36313	6.8968	6.99268	6.95038	6.75095
FDX2	Q6P4F2	7.35302	7.57013	7.56166	6.96953	7.88759	7.35941	7.89117	7.21139	7.40417	7.97079	7.07892	7.47447	7.54923	7.1006	7.38709	7.68056	7.34091	7.50713	7.46765	6.99549	7.18439	7.58094
ACE2	Q9BYF1	6.99428	7.68524	5.58714	7.82359	5.80677	6.0826	4.2429	5.73443	5.2395	6.40166	4.39569	6.91869	6.88721	5.30536	6.37305	4.41201	10.65762	4.47016	5.41934	5.36668	10.25943	5.93823
CMTM7	Q96FZ5	9.16036	8.4146	6.52538	8.45215	8.17898	8.61557	8.69161	8.79379	8.54345	9.26835	8.15664	7.95648	8.40157	8.98649	8.80519	9.39477	9.27884	9.49879	8.72022	8.6355	7.62159	8.52615
GSTM2	P28161	5.85052	5.81732	5.97188	6.89904	5.62857	7.03763	5.87955	5.59684	5.64682	5.53415	5.41093	5.3344	5.24308	5.65681	6.04131	5.83387	5.69234	7.4337	5.72392	5.02791	5.83517	5.80644
CTCF	P49711	9.97676	9.98085	10.00768	10.25111	10.40705	10.15452	10.06845	10.29643	9.87957	10.08251	9.95064	10.15366	10.21899	10.22936	9.96393	10.12701	10.17419	9.62944	10.27416	10.3619	10.34913	9.85134
ANGPTL8	Q6UXH0	7.19202	7.31712	7.22557	7.53704	7.51395	7.19217	7.23914	7.19748	7.38871	7.43776	7.37964	7.28279	7.07486	7.45572	6.97624	7.22142	7.22183	7.41419	7.45722	7.47759	7.349	7.49796
MMP14	P50281	7.74181	8.42201	9.17336	7.03422	8.96991	7.10942	9.32832	9.40414	7.78813	8.39406	7.43281	8.68307	8.62077	7.20528	9.66991	9.03348	7.88142	8.79988	7.88413	8.41236	7.47763	7.14458
MMP15	P51511	9.39716	9.8252	9.51145	9.94678	10.3785	8.69361	9.03942	9.80549	8.92254	8.91106	9.58343	9.27527	9.71018	9.07847	9.21755	9.15276	10.40404	9.13365	9.41704	9.86061	9.31389	8.76327
FBXO42	Q6P3S6	9.22316	5.95852	9.04322	8.94903	9.16448	9.09708	9.83644	9.62028	9.66936	9.14208	9.32666	9.31302	9.41236	8.77512	9.59436	9.13297	8.90629	9.21017	9.28255	9.43133	8.71648	9.52133
SZRD1	Q7Z422	6.66673	6.4975	6.92148	6.69909	6.63029	6.47249	7.11979	6.79098	7.055	6.85492	7.09792	6.8055	6.81514	6.33202	6.97003	6.94368	6.8925	6.93559	7.12725	6.99574	6.80383	6.80045
MMP10	P09238	3.06025	3.85849	3.09213	3.27188	3.03261	3.052	2.90087	3.14712	3.01653	2.84102	3.03111	3.15089	3.45531	3.11919	3.99573	3.10249	3.69214	3.1849	3.30196	2.67506	3.19204	3.26273
MMP11	P24347	6.25755	6.17194	6.90897	6.61797	6.77788	6.68976	6.50987	6.46753	6.72814	6.79844	6.72642	6.62227	6.80816	6.23183	6.78426	6.96011	6.65857	6.51001	6.53702	6.35043	6.49327	6.4868
MMP12	P39900	3.49771	5.38147	3.41191	3.98558	3.93342	3.98825	3.56719	3.90027	3.63934	3.71484	3.76459	3.8944	3.88776	3.66758	3.87738	3.67365	3.87738	3.78272	3.54684	3.82383	3.77469	3.688
MMP13	P45452	3.35219	3.38307	3.24195	3.16731	3.23106	3.4543	3.77179	3.57854	3.23461	3.60963	3.34339	3.21661	3.27021	2.95413	3.56294	3.63641	3.59247	3.21862	3.35721	3.55162	3.34425	3.75568
DSTYK	Q6XUX3	7.7536	7.93452	6.87617	7.95378	7.18684	7.4869	8.51597	7.85353	7.5873	7.18805	8.65337	7.5909	7.92219	7.28366	7.89704	7.07559	7.32378	8.00844	7.46961	7.80431	7.34129	7.19205
LRRN3	Q9H3W5	3.64025	3.9115	3.74311	4.24563	4.39745	4.03343	3.91973	3.78074	3.82158	3.75602	4.09354	3.83966	3.82724	3.84023	3.76633	3.62902	3.92075	4.02373	4.17631	3.9583	3.69095	3.97621
PCDHB12	Q9Y5F1	4.02046	4.60085	6.28167	5.39768	5.63415	4.82371	6.09733	5.96286	4.96756	5.02985	4.89566	4.81912	4.81779	6.58178	4.89055	4.53725	5.74478	5.871	4.70088	4.92127	4.35945	4.78792
IL15	P40933	4.48227	4.55918	4.28273	4.65986	4.49926	4.27479	4.95892	4.38645	5.04871	4.43868	4.62318	4.74768	4.45811	4.11351	4.67833	4.61022	4.64772	4.2421	4.26466	4.76702	4.54002	4.53297
MYO18A	Q92614	8.61662	9.03657	8.40225	8.48057	8.1541	7.95311	8.61757	8.70111	8.33295	8.41377	9.13172	8.65513	8.73967	8.34611	8.64154	8.40068	8.64403	8.42346	8.68131	9.11523	8.4337	8.64543
MYO18B	Q8IUG5	6.21295	6.34481	6.05971	6.13864	6.18	6.10573	5.84206	6.08709	6.14388	6.46272	6.21328	6.25656	6.23497	6.23807	6.15717	6.26311	6.36724	6.06619	6.4076	6.24595	6.34694	6.21212
PRG4	Q92954	3.84347	3.64722	3.87585	3.91034	3.70107	3.57904	3.41316	3.7709	3.57904	3.73451	3.48365	3.47215	3.46893	3.52582	3.87837	3.72227	3.68851	3.60596	3.31722	3.47178	3.66429	3.53762
MEI1	Q5TIA1	4.68014	5.00303	4.70419	5.1301	5.04747	4.7437	4.70695	4.99988	4.99988	5.33678	5.02568	5.21296	4.90358	4.70906	4.93999	5.11977	5.25049	4.8349	5.06364	4.97703	4.94004	4.97289
PLXNB3	Q9ULL4	8.13776	6.74051	6.18921	6.32405	6.25333	5.92971	6.12763	6.04934	6.27566	6.48185	7.65774	5.84314	7.49905	6.40198	7.60661	7.63378	6.80474	8.20136	6.22901	6.49418	6.09315	6.54389
COX7B2	Q8TF08	3.25021	3.41641	4.28126	3.54565	3.56207	3.38524	3.18597	3.45282	3.86186	3.85265	3.33022	3.72886	3.72431	4.06202	3.29316	3.54565	3.78895	3.58304	3.37573	3.55867	3.7984	3.63457
HSCB	Q8IWL3	6.97101	7.08717	7.3172	6.67361	7.23071	7.43923	7.14101	7.10679	7.21751	7.05575	6.78235	7.11883	6.47308	6.30828	7.15146	7.16354	7.21803	6.85068	7.02794	7.67016	7.19251	7.27146
TCF3	P15923	9.84216	10.29115	10.13803	9.98104	10.02594	10.39109	9.85184	10.03399	10.11329	10.34072	10.39535	10.14141	10.22904	10.26175	10.20561	10.20957	9.8624	10.05531	10.28856	10.20807	10.08072	9.99651
GSX2	Q9BZM3	6.18166	6.293	6.24924	6.52101	6.61778	6.22203	6.01382	6.39953	6.59838	6.53121	6.66375	6.32264	6.4549	6.27496	6.40774	6.22809	6.39953	6.2862	6.45164	6.64886	6.40936	6.69178
GSX1	Q9H4S2	5.66004	5.75922	5.74934	5.70836	5.82094	5.66362	5.85796	5.71848	5.89426	6.13546	6.1361	5.52945	5.70221	5.80982	5.97726	6.02824	5.86227	5.87258	6.16137	6.01551	6.13694	6.03851
NF2	P35240	9.33833	9.11195	8.96067	9.10021	8.9278	8.91222	9.84893	9.40588	9.29177	9.44909	9.89542	9.70703	9.26175	9.00396	9.96999	9.53833	9.08958	9.3253	9.28043	9.60399	9.50864	9.38049
NF1	P21359	10.029	10.51893	9.95469	10.02038	10.28532	10.08249	10.8593	10.34299	10.06329	9.8617	10.58226	10.34219	10.03654	10.56982	10.51298	10.08069	10.19874	10.00668	10.49796	9.74345	10.28207	10.48948
SPRR4	Q96PI1	6.37739	6.08408	6.54191	6.10079	6.1816	6.33047	6.14721	6.40886	6.16731	6.38888	6.44384	6.70963	6.5173	6.72462	6.14931	6.38001	6.61344	6.15873	6.44813	6.74532	6.45887	6.48643
GPAA1	O43292	9.32377	9.61211	9.17758	9.6774	9.96734	9.22379	8.82881	9.27174	9.51331	9.00433	9.32594	9.18376	9.34754	8.51871	8.9426	9.39129	9.28851	9.40965	9.81908	9.29839	9.51571	9.04373
CDAN1	Q8IWY9	7.18264	6.85206	7.39161	6.89763	7.42715	7.56446	7.82353	7.48937	7.1515	7.09281	7.23901	7.30516	7.30148	7.11679	7.31607	7.13226	6.96681	7.01411	7.31911	7.57294	7.30346	7.19192
FST	P19883	5.73213	5.67121	5.66694	5.55794	5.81442	5.4681	5.73666	5.74191	5.73165	5.72029	5.81516	5.84591	5.70085	5.62917	5.565	5.89579	5.81234	5.67336	5.89246	5.81842	5.87855	5.58686
HCK	P08631	5.51486	5.6016	5.56079	5.61433	5.6101	5.43698	5.59443	5.78841	5.60983	5.68601	5.72541	5.73489	5.75219	5.46291	5.71329	5.6016	6.3266	5.89323	5.6016	5.57853	5.80547	5.76061
SHD	Q96IW2	6.15492	6.65078	6.67083	6.37	6.41434	6.69652	5.82259	6.34422	6.53566	6.45599	6.72255	6.9408	6.42741	6.648	6.10033	6.29107	7.0263	6.34873	6.37258	6.41504	6.73156	6.7421
TCN2	P20062	6.56253	6.61139	6.9717	7.52844	6.22452	6.44952	7.11147	7.57299	6.85892	7.73174	6.68442	7.69754	7.17661	6.32151	7.12496	7.8186	6.96765	6.72313	6.89138	6.81908	8.13969	7.11025
ZNF426	Q9BUY5	8.99499	9.13297	5.26953	8.4828	9.05077	9.19184	5.35636	8.99649	8.83773	9.55507	9.34439	8.14492	7.83269	9.05684	8.35179	8.16195	8.35271	9.11374	6.41628	7.68015	8.58088	6.09685
TYROBP	O43914	6.59188	6.39113	6.93068	6.55141	6.51183	6.2598	6.21116	6.05987	6.65021	6.50547	6.50957	6.29926	6.43784	6.52655	6.21745	6.48129	6.49421	6.32126	6.32049	6.4194	6.0396	6.59279
ZNF425	Q6IV72	5.55192	5.3822	5.21951	5.68288	6.11986	5.96625	5.84431	5.92429	5.62946	5.63017	6.04275	5.77493	5.79294	5.79614	5.87799	5.5808	5.27503	5.79686	6.01213	6.58658	5.55155	5.75481
ZNF350	Q9GZX5	7.05697	6.76157	6.00581	6.0212	7.3338	6.9184	4.13495	5.47487	6.04969	4.9706	6.79745	6.5893	7.06589	6.7368	5.85071	6.22526	4.76385	6.40597	4.40222	4.39174	6.0729	4.0714
ZNF423	Q2M1K9	6.05259	6.01496	7.01684	6.09531	5.87866	6.91287	6.1693	6.05972	5.68953	5.97209	5.97335	6.13127	6.24144	6.49188	5.88277	5.9651	6.53146	5.94266	6.06778	6.16352	6.33403	6.00403
ZNF420	Q8TAQ5	7.7404	7.24623	6.32242	6.44747	6.96958	7.03179	8.07633	6.90421	6.72618	6.66217	6.84124	6.94959	6.59786	6.78704	6.8953	6.42813	6.28934	6.60992	6.71119	4.17564	6.19813	6.30425
SIRPB1	Q5TFQ8	5.03437	4.8968	5.15763	5.19357	5.57085	5.40961	4.56293	5.15763	5.10275	4.8571	5.51482	5.13427	5.26476	5.24497	4.91389	5.15763	5.04186	5.27345	5.41113	5.15763	5.15952	5.35242
PNMA8B	Q9ULN7	5.69639	5.821545	5.8120650000000005	5.98781	6.30316	5.823945	5.687765000000001	5.8007349999999995	6.0547	5.97352	5.959235	5.84108	5.9210899999999995	5.843249999999999	5.8364	5.985865	5.60018	6.08577	5.8378	5.96648	6.06937	6.032775
ATXN7	O15265	8.01694	7.22645	7.99543	7.83967	7.90765	7.89131	8.63592	7.93778	7.9159	8.20123	8.18572	8.07509	8.51869	8.18552	8.41516	8.15658	8.01888	8.77642	7.74167	8.21559	8.41101	8.40595
PNMA8A	Q86V59	6.17117	6.16168	5.79633	6.32727	6.19897	6.14311	5.90569	6.30394	6.65459	6.43825	6.43559	6.40731	6.2642	6.36445	6.0632	6.41746	6.27225	5.87315	6.34641	6.45835	6.47134	6.46835
ATXN2	Q99700	10.29999	10.17994	9.70339	9.91149	10.26819	10.08831	10.57559	10.22879	9.59143	10.00802	10.16025	10.03191	10.05937	10.20542	10.27098	9.9459	9.91958	10.6107	9.81528	10.28688	10.06934	9.85537
ZNF428	Q96B54	6.63043	6.73902	6.00365	6.33974	6.75341	6.46964	7.03268	6.62861	6.09695	7.05767	6.1562	6.68831	6.60905	6.41009	7.1286	6.61223	6.12051	5.60626	6.42407	6.51448	5.91836	6.57032
ZNF429	Q86V71	7.95954	8.47747	7.09836	7.54505	8.79229	8.0517	7.44442	7.86432	7.28554	7.71345	7.58803	7.84067	7.54785	7.12694	6.17699	7.90752	7.63246	7.52929	6.18766	5.83644	6.88548	7.78402
SOAT2	O75908	5.68148	6.11399	5.74031	5.91098	5.95129	5.76758	5.84657	5.91339	5.8853	5.92003	6.07799	5.90373	5.98602	5.85086	5.83124	6.05141	5.85274	5.90125	6.248	6.06265	5.78812	6.13783
SOAT1	P35610	9.05781	8.75628	8.65446	6.67188	8.92882	8.92647	10.44143	7.265	7.98078	6.54116	7.33118	6.59263	6.23039	8.91346	6.92692	6.23515	6.52107	6.09289	7.12238	6.40677	8.97308	8.0694
SRGAP1	Q7Z6B7	8.22334	8.042575	6.581225	7.71569	7.4712	7.68255	8.588795000000001	6.545835	7.1152	7.375085	7.717875	6.96735	7.442485	6.511045	7.991580000000001	7.364280000000001	7.29751	7.157150000000001	7.735609999999999	7.02046	6.16999	7.96175
SRGAP3	O43295	7.96363	7.39752	7.4885	6.95451	6.78495	7.34519	7.36741	7.15016	7.24927	7.39491	7.8384	6.92795	7.4393	7.68895	7.93876	7.76066	7.56314	8.22051	7.0013	7.73583	7.10065	7.20657
SRGAP2	O75044	8.80035	8.65947	7.32514	9.0504	8.79206	8.46541	9.6911	8.94837	8.7996	8.31487	8.5287	7.90196	9.0144	8.31191	9.32009	8.89432	8.56536	9.58789	8.9332	8.60925	8.94427	8.99367
CCDC189	A1A4V9	7.58624	6.98226	6.80104	7.25949	6.78658	6.282	6.68028	7.44888	6.4255	6.49305	6.43795	6.53053	6.75464	6.23564	6.6195	6.77852	6.71775	6.99774	6.72723	6.77079	6.62255	7.22937
COLGALT1	Q8NBJ5	10.81408	11.26849	11.03763	10.97392	11.25258	10.84682	11.42763	11.42964	11.17577	11.21166	11.4424	11.44788	11.3276	10.97118	10.71024	10.84803	11.46884	10.49658	10.96684	11.39822	11.13347	11.26597
DLK1	P80370	5.52769	5.888	5.39532	5.91431	5.79717	5.70369	5.22159	5.6758	5.82113	6.13656	5.74593	5.8104	5.91066	5.74329	5.66714	5.85866	5.93343	5.93805	5.82892	5.68943	5.8375	6.25516
DLK2	Q6UY11	7.50589	7.12552	6.90899	7.21022	7.23803	6.82754	8.96898	7.03232	7.2665	7.34699	7.20716	6.97889	7.09561	7.07941	6.9635	7.32379	7.31569	7.44647	6.97665	7.36994	7.1997	7.23455
CCDC180	Q9P1Z9	5.57059	5.76254	5.48316	5.71876	5.58385	5.55936	4.69882	5.00252	5.59716	5.45594	5.65635	5.37706	4.97636	5.50278	4.91213	5.6048	5.60466	5.11593	5.412	5.3505	5.53505	5.45594
CCDC183	Q5T5S1	6.25565	6.28437	6.52355	6.60457	6.51667	6.72225	6.09839	6.30695	6.52023	6.26104	6.28572	6.53598	6.52676	6.29456	6.39096	6.3902	6.52571	6.95456	6.39439	6.52034	6.27718	6.49657
AP1AR	Q63HQ0	8.85723	8.38578	8.8709	8.78897	9.00408	8.96497	8.85421	9.38464	8.55777	8.85121	8.94532	9.44785	8.85903	9.03174	8.50412	8.72951	8.71807	8.37252	8.72601	9.25953	8.97561	9.196
CCDC184	Q52MB2	7.45674	7.2717	7.3083	7.19751	7.29866	7.12051	7.03205	7.33022	7.39604	7.33124	7.37547	7.25448	7.44466	7.28568	7.23513	7.39644	7.4778	7.34192	7.27781	7.49183	7.36646	7.52116
CCDC186	Q7Z3E2	10.10381	10.6921	10.39151	9.89775	9.69444	10.14178	9.80126	9.75598	9.6228	10.12262	9.86866	10.16377	10.22869	9.97349	10.93309	10.62319	9.75505	10.15876	9.80691	10.17876	9.81509	9.60224
SCLT1	Q96NL6	6.80507	7.12089	7.04299	7.57585	7.40469	7.58831	8.35782	7.78141	6.695	6.73682	7.48526	7.46926	7.26818	7.02614	6.95124	7.13843	6.94572	6.24309	6.98313	7.54908	7.22538	6.68679
PCDHB15	Q9Y5E8	4.31923	3.3579	3.59463	3.80165	3.67184	5.04883	3.91632	3.85093	3.70061	3.58103	3.96307	3.44234	3.37098	4.24503	3.4702	3.37647	3.45725	4.26151	3.29714	3.48469	3.46081	3.30752
ALG1L	Q6GMV1	6.34954	6.77239	6.99037	6.6074	7.06666	7.07366	6.80605	6.83931	6.60766	6.68113	6.81785	6.41633	6.41661	6.53661	6.84716	6.99811	6.80118	6.74615	6.3831	6.94294	6.48834	6.62792
SMC3	Q9UQE7	10.4231	9.7745	10.53397	10.33366	10.49754	10.68619	11.05717	10.85332	10.58696	10.11416	10.35898	10.42269	10.1778	10.6569	10.17688	10.3664	9.89519	8.85611	10.54008	10.7299	10.75672	10.25472
SMC2	O95347	9.13188	10.058	9.35165	9.96213	10.66254	9.25045	9.81019	10.15554	9.94557	8.85912	9.47277	9.97682	9.35757	9.65571	8.87686	9.18027	9.0423	7.29584	9.84315	9.02568	10.47599	8.91561
SMC5	Q8IY18	10.03416	9.78497	9.761	10.21302	10.44706	9.72958	10.19259	9.76604	9.6052	9.77395	9.44653	9.77044	9.59017	10.02279	9.80433	9.57065	9.52537	9.91041	9.99408	9.60345	10.4507	9.7039
SMC4	Q9NTJ3	9.8545	9.64575	9.61939	9.98888	9.94377	10.05852	10.3627	10.40504	10.15207	9.70235	9.80764	9.94003	9.90425	10.30044	9.49248	9.94435	9.70767	8.98862	10.26587	9.74191	10.60975	9.407
PYROXD1	Q8WU10	9.18913	9.38603	8.50861	8.52115	8.22632	8.94471	8.09474	9.28207	9.39382	8.8574	9.05322	9.04439	9.25588	8.53689	8.56232	8.86682	8.77245	8.5484	8.51737	9.08224	9.64848	9.19821
SMC6	Q96SB8	9.52534	9.39398	9.04695	9.6711	9.72885	9.89741	9.56316	9.06323	9.78741	9.13684	9.52754	9.73751	9.54673	9.71422	9.18876	9.47272	9.33853	8.47195	10.02544	9.55148	9.40283	9.34983
IFI44L	Q53G44	3.62699	3.61879	3.34981	4.29582	3.72762	3.67964	9.94601	4.65132	3.79942	7.06134	3.58166	7.80666	9.37676	3.64657	5.87171	4.38433	3.83532	5.58399	3.59582	4.26275	3.72458	3.74509
GARNL3	Q5VVW2	6.24631	6.56652	6.31615	6.29766	7.34657	6.09759	7.29894	6.3938	6.69048	5.81534	6.63648	6.56657	6.11273	6.18744	6.86126	5.74343	6.25834	7.15023	6.11682	6.54568	6.07754	6.55021
GPRIN3	Q6ZVF9	6.63425	9.31975	7.49477	8.87777	10.29688	8.29477	5.05128	7.72842	6.43127	6.41646	8.84373	8.14085	7.39932	8.72598	7.26052	4.61397	7.52198	6.67622	8.65768	9.21758	9.10581	7.11514
SFR1	Q86XK3	9.60019	8.61186	8.44425	8.72678	7.96925	8.15981	8.19706	9.64963	8.27978	8.62846	8.69822	8.71327	7.9192	7.41983	8.75858	8.70792	9.32793	7.99893	8.7148	9.0961	7.69586	8.37318
AREL1	O15033	10.21599	10.30248	10.12111	10.07146	10.70557	10.02585	10.42251	10.39304	9.78056	10.63331	10.32365	10.87292	10.3657	9.99564	10.65108	10.41063	10.26244	10.33289	10.50964	10.54484	9.75714	9.84039
PCDHB14	Q9Y5E9	8.55083	6.81103	6.55824	8.13539	9.27955	9.90099	7.73904	7.51774	6.12635	8.64211	8.581	7.13043	7.50252	9.76953	7.41599	7.54955	5.77914	7.94517	5.87043	8.5147	6.89649	5.0772
GPRIN1	Q7Z2K8	7.96563	8.09794	7.43346	7.93533	7.81574	7.36319	8.09883	8.19533	7.86942	7.64866	7.68157	7.55786	7.75232	7.71108	7.86943	7.75166	7.13831	7.51313	7.92919	7.60428	7.18785	7.48281
STYX	Q8WUJ0	9.92549	10.12439	9.52102	9.50193	10.52078	9.31318	10.39506	9.83679	10.04648	9.78885	10.29604	10.26726	9.49154	9.08291	9.69613	9.80119	10.2127	8.72292	9.6909	10.15073	9.09405	9.4752
SPDYE1	Q8NFV5	6.706695	6.3368649999999995	6.000360000000001	6.66988	6.695855	6.38333	7.347145	6.40488	6.62006	6.51051	6.444850000000001	6.489675	6.94498	6.3271250000000006	6.544975	6.351575	6.395555	7.53098	6.5001999999999995	6.9042650000000005	6.762205	6.5055250000000004
ABTB2	Q8N961	8.44178	8.3301	7.26421	7.69477	8.8732	6.62655	8.31961	7.56997	8.44534	8.69326	8.32967	8.16119	8.93077	8.2669	9.04503	8.45797	7.88595	8.23376	8.25457	8.22186	7.12308	8.71554
LEPR	P48357	6.94181	7.29086	7.47187	7.69787	6.99474	7.07881	6.96854	7.06254	6.97339	7.00048	7.13361	7.02966	6.92889	7.25633	8.01781	7.43409	7.03404	6.97201	7.27218	7.25551	7.0553	7.06484
CPOX	P36551	6.558615	6.347355	6.357950000000001	6.33869	5.985065	6.60051	6.52332	6.371560000000001	6.09535	6.449595	6.461475	6.435420000000001	6.160715	6.22868	6.467955	6.6392500000000005	6.6208	6.425625	6.40695	6.58464	6.4836	6.169295
GRIPAP1	Q4V328	7.6076	7.43645	6.99039	7.94871	7.34543	7.39441	7.57057	7.4058	7.06731	6.85001	7.15659	7.22172	7.84735	7.36482	7.8841	7.1062	7.36676	7.6373	7.61085	7.57814	7.27041	7.54646
TINAG	Q9UJW2	4.64949	5.11887	5.83943	6.55491	5.38834	5.79025	4.43348	4.57602	4.29968	4.44049	4.70074	5.09687	4.05099	6.02716	4.01264	4.49206	5.47767	4.44661	5.85638	4.30932	5.92774	6.08402
LTF	P02788	4.27571	4.28026	4.1485	4.27442	4.30153	5.29278	6.36418	3.77293	3.9063	4.22849	4.48047	4.17357	4.51654	4.74179	4.56036	4.59028	4.6083	4.18536	4.09237	4.26677	4.04428	4.63296
LASP1	Q14847	10.73981	10.66246	11.28659	10.82319	10.51281	10.7227	10.30396	10.69542	10.6882	11.29792	10.38206	10.57914	10.94757	11.02641	11.30611	11.81979	10.29283	10.7846	11.29412	10.73399	10.81721	10.93264
ALG13	Q9NP73	8.42798	8.01374	7.95142	7.5003	8.7438	7.70702	8.23563	7.70376	7.81145	8.29903	8.11453	7.96827	7.55658	7.55877	8.00712	7.93013	8.2009	7.32092	8.06924	7.46553	7.46602	8.71084
ALG14	Q96F25	7.81749	8.99534	8.76565	8.69661	8.48021	8.49227	7.11515	8.52117	8.33136	9.18538	8.82443	9.08265	8.31043	8.619	8.56802	8.96369	8.57788	7.93691	8.91087	8.55408	9.0415	8.44886
OFD1	O75665	9.06587	8.25486	8.23508	8.39632	8.16253	8.66609	8.27535	8.34879	8.84707	8.49961	8.78079	8.93491	8.68698	8.76416	8.5945	8.30953	8.04544	8.04934	8.42672	8.02919	8.51202	8.56548
RIOK2	Q9BVS4	8.60178	9.34531	8.74139	8.72765	8.41114	8.73787	8.48094	8.75515	8.70784	7.91128	8.75555	8.92058	8.22512	9.12974	8.26953	8.51083	8.30494	7.36822	8.72561	8.61211	8.75537	8.7571
RIOK3	O14730	9.77579	9.95422	9.55442	10.33028	9.83285	9.55552	9.38249	9.76643	9.3527	9.63395	9.90266	9.83243	10.08746	8.79722	10.34239	9.85157	9.11378	9.45533	9.29662	10.26363	9.81193	9.98877
RIOK1	Q9BRS2	9.44482	9.40738	9.30267	8.65263	9.40045	9.70039	9.5103	9.60441	9.44051	9.03375	9.48193	9.70944	9.34034	9.31398	8.85358	8.98381	8.9398	8.04597	9.77822	9.96732	9.55339	9.3129
LTV1	Q96GA3	9.26497	9.67814	9.47388	8.85267	9.8565	9.48664	9.65988	9.73863	9.96296	9.56826	9.59631	10.25283	9.97824	10.46944	9.13679	9.35553	9.55579	8.50277	9.95148	9.55244	9.76735	9.74552
MICALL1	Q8N3F8	8.35956	8.19739	8.59067	7.78956	8.32612	8.57916	8.55324	8.52372	8.13104	8.71038	8.46346	8.74736	8.3314	7.84046	8.95758	9.13164	8.02788	8.8346	7.83147	8.61465	8.21164	8.74828
MICALL2	Q8IY33	8.81106	7.63794	7.31264	8.44173	7.84975	7.4526	7.23985	7.95101	8.31746	7.98895	8.20728	7.79844	8.32086	7.8821	7.79258	8.14711	7.95783	8.44811	7.7282	8.60799	8.37797	8.03008
